#Pos	Phred	A->A	A->C	A->G	A->T	A->N	C->A	C->C	C->G	C->T	C->N	G->A	G->C	G->G	G->T	G->N	T->A	T->C	T->G	T->T	T->N
56	37	97317	1628	2098	2344	0	1508	77544	1093	2118	0	2024	1152	83344	1945	0	1905	1824	1571	119692	0
56	38	209386	1870	2641	3131	0	2366	113629	1254	2839	0	3249	1152	122642	2218	0	3430	2410	1997	190965	0
56	39	201903	2713	3712	3926	0	2571	154614	1757	3565	0	3549	1887	157514	3293	0	3532	3290	2762	231911	0
56	40	511336	4938	6408	7708	0	5370	295272	3081	6539	0	7254	3081	305565	4977	0	8417	6217	4839	463657	0
56	41	909972	11060	13129	15177	0	10070	667104	6016	13136	0	12088	6349	608796	8712	0	14142	13809	9691	904305	0
57	2	1	1	1	1	10	1	1	1	1	4	1	1	1	1	6	1	1	1	1	11
57	5	10	3	2	4	0	1	2	2	1	0	1	3	3	5	0	2	1	7	21	0
57	6	89	8	13	6	0	4	55	6	2	0	8	5	75	5	0	14	11	36	158	0
57	7	337	32	24	19	0	30	321	9	14	0	12	13	228	15	0	20	32	29	427	0
57	8	673	36	20	48	0	76	510	15	29	0	21	14	300	25	0	40	52	12	1073	0
57	9	569	16	17	24	0	39	369	5	16	0	21	6	195	19	0	34	46	1	676	0
57	10	5	3	1	3	0	1	5	1	3	0	1	1	5	3	0	1	2	1	51	0
57	11	16	1	1	4	0	2	10	2	7	0	2	2	10	12	0	4	1	1	260	0
57	12	73	4	1	9	0	3	60	3	7	0	2	2	72	11	0	2	2	3	355	0
57	13	288	3	3	22	0	7	202	3	16	0	6	1	136	25	0	5	8	6	1065	0
57	14	381	11	11	12	0	3	210	6	13	0	5	5	289	18	0	4	9	9	803	0
57	15	254	3	7	18	0	10	114	2	14	0	9	7	187	32	0	9	8	6	815	0
57	16	192	7	9	3	0	4	150	6	3	0	11	3	240	2	0	1	5	2	93	0
57	17	492	13	15	7	0	8	350	5	10	0	12	9	327	10	0	14	8	8	237	0
57	18	1268	30	47	43	0	21	887	15	37	0	41	23	861	43	0	42	43	22	1103	0
57	19	1596	17	25	36	0	24	762	10	29	0	26	12	657	18	0	35	37	10	1570	0
57	20	710	14	38	49	0	25	464	22	43	0	58	21	780	82	0	17	24	29	2187	0
57	21	777	15	29	16	0	13	589	15	13	0	20	11	822	24	0	18	20	22	765	0
57	22	1656	22	38	50	0	23	1119	20	46	0	48	22	1301	83	0	41	25	21	3104	0
57	23	3911	53	78	105	0	57	2475	64	90	0	97	40	2579	134	0	90	64	47	5744	0
57	24	2790	41	39	78	0	43	1749	34	72	0	63	32	1759	90	0	59	59	41	4224	0
57	25	2953	43	84	101	0	70	1549	46	88	0	91	27	2152	73	0	83	59	60	2798	0
57	26	6973	87	165	158	0	110	4756	89	167	0	179	73	5907	202	0	143	150	115	8359	0
57	27	7089	79	161	116	0	101	3574	101	90	0	159	59	5022	114	0	157	115	113	6220	0
57	28	9449	101	165	229	0	121	6714	80	245	0	182	91	7129	287	0	170	133	123	14985	0
57	29	11039	143	237	255	0	208	5829	121	245	0	264	102	7150	167	0	283	186	160	9367	0
57	30	12302	176	293	294	0	188	8362	158	271	0	318	145	10449	318	0	222	223	206	16747	0
57	31	25147	339	538	583	0	391	15540	281	548	0	608	224	18834	541	0	581	397	381	27412	0
57	32	21478	289	512	426	0	381	12960	234	402	0	468	226	16140	391	0	470	358	350	18968	0
57	33	40020	587	1145	719	0	592	27483	739	735	0	989	601	39345	755	0	699	677	733	42189	0
57	34	62581	907	1178	1558	0	1102	38519	635	1436	0	1587	690	42019	1401	0	1471	1194	954	62069	0
57	35	116114	2869	4106	2538	0	2638	110945	2975	2642	0	3337	2730	136188	2227	0	2475	2981	2711	96967	0
57	36	93538	1162	1613	2025	0	1394	58498	770	1744	0	1926	815	61141	1418	0	1956	1446	1140	85340	0
57	37	101994	1470	2249	2353	0	1564	81149	1176	2263	0	2134	1178	86732	1979	0	1988	1868	1575	122441	0
57	38	209837	1875	2677	3100	0	2380	112452	1248	2746	0	3211	1181	123152	2299	0	3379	2457	2023	191654	0
57	39	206628	2734	3813	4075	0	2533	158812	1785	3648	0	3479	1862	159505	3256	0	3564	3351	2695	235965	0
57	40	505417	4648	6366	7611	0	5418	289586	2934	6591	0	7118	2966	300035	4777	0	8072	6184	4785	456433	0
57	41	887784	10312	12890	14968	0	9859	650383	5749	13190	0	11643	6275	589897	8483	0	13805	13670	9299	887661	0
58	5	14	1	3	4	0	2	4	3	1	0	1	1	4	6	0	1	2	5	42	0
58	6	91	5	12	10	0	5	71	4	2	0	7	4	85	9	0	16	13	23	156	0
58	7	411	36	27	21	0	39	321	7	16	0	19	11	232	16	0	40	44	28	438	0
58	8	750	47	15	42	0	56	626	10	28	0	28	9	334	32	0	50	59	12	1136	0
58	9	509	33	12	27	0	43	290	9	16	0	12	12	202	9	0	35	18	6	649	0
58	10	8	2	1	3	0	1	7	2	2	0	1	3	5	6	0	3	2	1	52	0
58	11	24	2	1	6	0	3	22	1	5	0	4	3	13	11	0	1	1	1	298	0
58	12	82	3	6	9	0	2	53	4	12	0	7	2	71	10	0	6	3	1	375	0
58	13	332	5	7	20	0	7	229	3	18	0	9	3	159	33	0	7	6	6	1267	0
58	14	382	3	13	14	0	10	222	11	9	0	6	2	295	18	0	10	7	8	774	0
58	15	255	1	11	16	0	7	125	7	18	0	15	5	167	29	0	10	7	4	806	0
58	16	217	7	13	3	0	5	174	7	2	0	9	2	281	4	0	7	7	7	96	0
58	17	523	8	18	11	0	11	332	12	11	0	13	11	315	9	0	13	13	7	219	0
58	18	1346	32	40	48	0	20	936	11	33	0	49	23	942	44	0	46	48	25	1233	0
58	19	1599	16	28	46	0	20	780	9	33	0	38	16	658	20	0	39	37	20	1627	0
58	20	670	21	38	56	0	19	518	22	34	0	44	12	785	95	0	23	22	27	2293	0
58	21	792	8	27	23	0	10	619	19	11	0	24	11	836	28	0	17	19	16	798	0
58	22	1988	22	52	72	0	42	1344	37	74	0	65	37	1576	88	0	39	49	37	3551	0
58	23	3931	45	62	98	0	57	2365	27	90	0	92	35	2386	128	0	75	67	39	5966	0
58	24	2602	36	54	75	0	34	1595	20	47	0	66	19	1641	74	0	53	42	34	3767	0
58	25	2989	40	73	111	0	69	1626	32	69	0	74	39	2088	56	0	97	74	64	2737	0
58	26	7760	119	220	210	0	134	5652	127	189	0	209	82	6910	239	0	198	161	140	9280	0
58	27	7192	94	151	102	0	103	3662	113	127	0	181	76	5099	121	0	158	105	135	6245	0
58	28	10129	137	167	256	0	129	7137	87	251	0	209	90	7551	302	0	171	167	132	16414	0
58	29	11569	141	244	307	0	208	5939	110	259	0	262	86	7464	249	0	294	205	165	10262	0
58	30	12081	190	293	312	0	213	8593	153	277	0	352	149	10682	303	0	251	218	204	16155	0
58	31	26459	333	567	604	0	402	16318	302	518	0	686	265	19809	569	0	559	421	412	29305	0
58	32	22742	336	473	489	0	357	13877	268	439	0	537	206	17204	413	0	474	367	374	20381	0
58	33	40683	648	1181	735	0	596	28403	670	706	0	1086	594	40275	733	0	748	700	731	41678	0
58	34	66051	1007	1259	1601	0	1127	41668	760	1455	0	1632	720	44677	1406	0	1569	1236	1009	67909	0
58	35	121972	2984	4360	2564	0	2631	118886	3025	2713	0	3717	3047	143826	2269	0	2602	3226	2887	101540	0
58	36	97649	1220	1626	1963	0	1448	61937	776	1806	0	2017	867	64193	1452	0	1932	1613	1191	91084	0
58	37	107374	1616	2262	2516	0	1680	86330	1236	2152	0	2215	1137	90398	2041	0	2065	1869	1580	127833	0
58	38	212055	1744	2552	2980	0	2300	113103	1205	2629	0	3307	1177	122576	2254	0	3383	2357	2052	191170	0
58	39	207528	2863	3707	4048	0	2598	161250	1741	3603	0	3725	1850	160745	3240	0	3590	3484	2766	234361	0
58	40	498777	4533	6115	7202	0	5265	285576	2875	6485	0	7055	2981	294425	4643	0	8161	6092	4724	448698	0
58	41	864423	10183	12468	14534	0	9008	630320	5558	12368	0	11239	6170	571160	8110	0	13599	13357	9255	871025	0
59	5	8	2	2	1	0	1	3	1	2	0	2	2	6	6	0	1	4	7	38	0
59	6	90	10	17	9	0	2	48	6	4	0	3	2	92	2	0	9	10	26	167	0
59	7	401	36	28	18	0	29	344	5	14	0	16	18	231	20	0	43	50	25	447	0
59	8	795	41	26	50	0	70	606	8	41	0	32	21	377	33	0	43	65	10	1227	0
59	9	440	21	12	18	0	29	274	5	17	0	16	5	175	13	0	29	30	5	528	0
59	10	6	2	1	5	0	1	8	1	2	0	1	1	6	7	0	3	1	2	58	0
59	11	26	4	2	15	0	2	16	1	7	0	1	1	17	14	0	2	1	2	275	0
59	12	75	4	9	8	0	7	68	4	6	0	7	4	54	14	0	3	1	6	368	0
59	13	326	3	3	24	0	11	278	3	21	0	6	6	154	26	0	7	6	3	1295	0
59	14	376	3	12	11	0	8	242	6	8	0	13	4	265	15	0	4	10	9	713	0
59	15	217	5	4	19	0	5	139	5	15	0	8	4	165	29	0	8	6	5	657	0
59	16	204	8	8	2	0	2	162	4	1	0	9	3	245	1	0	6	10	5	97	0
59	17	502	12	16	6	0	6	324	8	8	0	19	7	338	15	0	11	11	3	260	0
59	18	1418	40	37	44	0	48	974	20	42	0	45	23	1037	42	0	51	50	20	1231	0
59	19	1604	8	24	48	0	23	766	12	32	0	38	10	646	21	0	42	31	13	1554	0
59	20	698	16	35	44	0	29	511	28	58	0	48	16	865	90	0	33	18	29	2222	0
59	21	824	11	29	20	0	13	663	16	19	0	16	11	888	23	0	19	15	25	799	0
59	22	2126	39	63	64	0	31	1494	39	60	0	78	32	1658	89	0	44	38	46	3937	0
59	23	3832	50	69	106	0	58	2410	35	61	0	80	29	2431	114	0	71	49	53	6161	0
59	24	2315	45	49	58	0	31	1443	37	50	0	53	18	1610	66	0	60	45	28	3309	0
59	25	3117	39	77	90	0	62	1568	33	58	0	83	29	2088	64	0	102	73	49	2839	0
59	26	8674	129	231	220	0	129	5701	128	192	0	245	104	7391	263	0	170	146	148	10047	0
59	27	7023	81	184	117	0	99	3706	108	124	0	188	85	5218	117	0	149	104	113	6013	0
59	28	11066	145	175	271	0	150	7611	109	289	0	217	99	8093	296	0	182	159	140	17526	0
59	29	12120	144	240	291	0	198	6162	106	231	0	338	108	7679	282	0	324	218	198	10812	0
59	30	11923	218	298	271	0	204	8435	174	247	0	319	161	10811	313	0	253	224	197	15378	0
59	31	27725	380	543	649	0	456	17283	320	584	0	637	261	20512	564	0	602	477	379	30886	0
59	32	23355	346	483	501	0	384	14573	258	501	0	610	237	17959	479	0	462	399	393	21559	0
59	33	40717	610	1203	699	0	635	28768	754	696	0	1067	600	41811	743	0	711	681	711	40476	0
59	34	70135	1021	1395	1803	0	1261	44127	753	1547	0	1816	779	47374	1521	0	1686	1399	1049	72291	0
59	35	129966	3159	4436	2781	0	2678	127850	3269	3042	0	3848	3074	152721	2424	0	2890	3394	3019	106151	0
59	36	102550	1287	1633	2043	0	1511	65074	874	2016	0	2154	891	66544	1555	0	2059	1597	1252	96100	0
59	37	113571	1713	2361	2566	0	1750	90491	1228	2279	0	2268	1204	94915	2012	0	2188	2007	1692	131141	0
59	38	212610	1811	2573	3050	0	2257	112068	1236	2617	0	3269	1125	121308	2289	0	3461	2385	2001	191178	0
59	39	214604	2884	3960	4194	0	2594	167824	1753	3653	0	3688	1917	165534	3301	0	3618	3533	2791	241616	0
59	40	489664	4574	6219	7259	0	5265	279829	2831	6248	0	6803	2782	288789	4606	0	7914	5889	4631	445286	0
59	41	838285	10001	11834	14268	0	8973	608686	5311	11748	0	10837	5958	549597	8018	0	13135	12857	8892	846842	0
60	5	9	1	2	5	0	1	3	1	1	0	1	1	6	5	0	3	2	8	56	0
60	6	90	14	13	6	0	10	78	8	6	0	7	4	77	5	0	9	16	28	163	0
60	7	417	40	23	28	0	25	379	8	15	0	15	17	294	17	0	42	40	21	526	0
60	8	903	52	26	39	0	93	660	11	42	0	37	23	385	39	0	52	52	11	1408	0
60	9	365	24	10	23	0	34	231	6	20	0	13	7	140	8	0	26	26	6	450	0
60	10	5	1	1	6	0	1	6	2	3	0	2	1	4	7	0	3	2	2	60	0
60	11	23	2	4	11	0	2	24	1	6	0	2	2	27	18	0	1	1	1	317	0
60	12	85	3	2	8	0	4	58	3	5	0	6	3	86	9	0	3	3	1	395	0
60	13	403	4	3	21	0	7	271	4	24	0	9	5	175	39	0	8	7	3	1400	0
60	14	380	7	14	11	0	3	237	8	18	0	8	3	254	18	0	6	9	4	721	0
60	15	182	2	9	10	0	7	102	6	14	0	13	3	158	36	0	3	4	4	568	0
60	16	233	6	11	3	0	2	146	5	2	0	11	5	228	3	0	4	8	8	92	0
60	17	518	11	18	7	0	8	367	7	8	0	15	7	354	18	0	9	8	4	281	0
60	18	1549	48	40	60	0	33	1039	29	38	0	51	23	1036	49	0	77	51	28	1449	0
60	19	1693	20	30	33	0	20	740	16	32	0	33	15	706	26	0	46	25	23	1627	0
60	20	781	23	45	57	0	22	572	21	49	0	50	18	878	92	0	30	23	21	2412	0
60	21	870	11	24	22	0	16	640	21	19	0	29	11	893	25	0	10	14	13	910	0
60	22	2388	46	66	83	0	36	1664	44	72	0	78	33	1849	100	0	53	48	45	4224	0
60	23	4015	55	74	112	0	61	2562	33	106	0	92	39	2488	118	0	85	51	38	6326	0
60	24	2336	31	44	63	0	39	1383	27	60	0	50	16	1631	57	0	45	38	28	3067	0
60	25	3275	66	81	109	0	66	1693	34	98	0	107	34	2251	88	0	99	74	68	2980	0
60	26	9015	147	236	264	0	144	6310	129	216	0	257	118	7637	264	0	196	139	169	10697	0
60	27	6948	81	164	130	0	110	3811	97	117	0	168	101	5397	110	0	152	97	121	5996	0
60	28	11772	165	177	295	0	149	8283	87	253	0	210	106	8430	341	0	198	166	123	18771	0
60	29	12528	158	266	361	0	223	6646	117	271	0	303	128	8009	249	0	322	246	190	11373	0
60	30	11755	217	298	267	0	210	8425	196	242	0	352	169	10936	362	0	247	212	207	14724	0
60	31	29183	420	585	664	0	423	17880	315	612	0	752	293	21461	665	0	591	490	410	32994	0
60	32	24704	335	519	494	0	385	15792	276	463	0	603	242	18515	491	0	542	406	357	23068	0
60	33	40629	618	1189	706	0	636	29896	759	684	0	1041	598	42735	709	0	743	758	768	40255	0
60	34	74007	1105	1477	1818	0	1297	47065	751	1722	0	1908	850	50212	1594	0	1770	1375	1127	77642	0
60	35	136988	3425	4742	2811	0	3058	137373	3369	3084	0	4074	3481	161773	2515	0	2831	3618	3064	111339	0
60	36	107814	1337	1762	2281	0	1599	68505	923	1994	0	2222	986	70372	1693	0	2242	1659	1385	102995	0
60	37	120422	1842	2366	2626	0	1797	95742	1202	2340	0	2383	1295	99619	2019	0	2294	2204	1677	136057	0
60	38	213197	1752	2629	3055	0	2191	111878	1211	2641	0	3259	1192	120373	2190	0	3490	2435	1883	190873	0
60	39	221336	3020	3860	4212	0	2682	172644	1787	3742	0	3795	2084	172066	3300	0	3790	3730	2867	247773	0
60	40	481629	4538	6058	7006	0	4937	273548	2726	5877	0	6740	2810	280769	4592	0	7772	5820	4496	434645	0
60	41	808996	9206	11292	13702	0	8489	583031	4982	11524	0	10482	5501	529499	7758	0	12611	12313	8597	823491	0
61	5	13	1	4	1	0	2	7	4	3	0	3	3	8	2	0	1	3	7	40	0
61	6	94	10	33	3	0	4	71	23	2	0	4	6	110	7	0	12	10	60	167	0
61	7	488	34	61	19	0	33	418	49	19	0	25	12	288	41	0	57	45	65	542	0
61	8	1056	61	77	53	0	96	783	55	33	0	43	24	524	84	0	61	64	85	1562	0
61	9	390	12	32	16	0	28	215	16	12	0	7	4	145	20	0	17	19	30	414	0
61	10	10	1	1	2	0	2	7	2	5	0	2	1	6	6	0	3	4	1	66	0
61	11	28	2	1	9	0	1	26	4	7	0	1	1	36	20	0	2	2	1	337	0
61	12	82	2	9	9	0	4	79	5	7	0	5	3	99	13	0	7	1	8	379	0
61	13	408	10	15	34	0	11	301	4	24	0	11	6	253	57	0	6	7	11	1540	0
61	14	361	6	17	15	0	4	231	14	11	0	10	5	312	26	0	10	7	22	725	0
61	15	165	7	13	13	0	5	80	7	4	0	19	5	150	31	0	4	5	9	500	0
61	16	214	4	13	2	0	5	182	9	2	0	6	3	263	4	0	1	6	18	96	0
61	17	514	12	18	8	0	10	362	7	7	0	13	12	386	14	0	9	10	15	277	0
61	18	1601	34	50	45	0	41	1091	25	46	0	49	22	1100	55	0	50	48	48	1505	0
61	19	1717	16	23	39	0	27	819	15	34	0	46	14	738	26	0	53	23	27	1690	0
61	20	867	20	34	55	0	29	653	25	47	0	49	19	934	111	0	32	16	30	2607	0
61	21	849	24	26	19	0	19	682	13	20	0	29	12	955	26	0	16	18	15	977	0
61	22	2693	44	72	91	0	48	1821	48	75	0	77	37	2045	115	0	47	51	56	4546	0
61	23	4026	46	64	118	0	46	2454	39	80	0	93	45	2589	105	0	56	54	63	6412	0
61	24	2136	26	58	49	0	34	1272	19	41	0	42	21	1666	58	0	38	39	40	2738	0
61	25	3114	53	83	108	0	66	1797	48	104	0	111	35	2334	90	0	113	86	64	3126	0
61	26	9737	126	251	239	0	163	6614	137	180	0	236	107	8088	311	0	233	165	152	11591	0
61	27	7046	109	193	111	0	110	3701	100	114	0	157	97	5598	124	0	115	118	116	5998	0
61	28	12760	155	204	307	0	157	8579	85	275	0	243	103	8926	385	0	236	205	157	19871	0
61	29	13080	174	262	316	0	226	6895	114	280	0	296	110	8393	246	0	333	232	213	12106	0
61	30	11933	223	341	296	0	197	8920	182	277	0	358	181	11242	289	0	235	249	215	14426	0
61	31	30179	378	650	735	0	446	18811	350	611	0	691	285	22243	693	0	619	458	448	34054	0
61	32	25978	364	568	596	0	408	16661	268	494	0	686	289	19540	542	0	577	466	387	24551	0
61	33	40934	690	1322	713	0	664	30187	811	700	0	1101	676	44036	751	0	732	761	904	39429	0
61	34	78659	1151	1580	1950	0	1340	50603	785	1802	0	1930	884	52578	1679	0	1855	1444	1198	83546	0
61	35	144786	3634	5148	3035	0	3125	145631	3525	3193	0	4333	3560	172721	2678	0	3046	3849	3254	118259	0
61	36	113955	1439	1736	2471	0	1643	73063	904	2194	0	2274	987	73491	1821	0	2254	1889	1399	109423	0
61	37	126895	1964	2575	2721	0	1846	101262	1247	2415	0	2526	1347	104683	2078	0	2341	2277	1845	140795	0
61	38	212837	1734	2468	2983	0	2279	111128	1226	2586	0	3193	1131	119360	2109	0	3427	2364	1960	188969	0
61	39	229809	2957	3930	4344	0	2721	179547	1840	3765	0	3854	1994	177125	3322	0	3885	3731	2907	258926	0
61	40	470498	4171	5696	6852	0	4941	265807	2749	5881	0	6479	2751	272311	4406	0	7503	5591	4376	425987	0
61	41	780588	8757	10619	13107	0	8235	559368	4810	11149	0	10112	5390	504461	7417	0	12039	11668	8124	796024	0
62	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2
62	5	16	3	2	2	0	2	6	2	4	0	1	2	6	4	0	1	2	7	54	0
62	6	94	8	14	3	0	6	68	7	3	0	6	1	99	6	0	8	20	47	173	0
62	7	459	37	31	24	0	36	384	14	12	0	22	14	248	16	0	46	47	37	569	0
62	8	993	55	29	55	0	84	781	17	28	0	39	15	426	35	0	75	61	10	1491	0
62	9	246	13	9	9	0	12	152	4	7	0	6	3	87	5	0	18	15	5	326	0
62	10	6	1	1	5	0	1	6	2	7	0	1	1	4	7	0	5	1	2	76	0
62	11	36	3	2	9	0	2	29	2	6	0	4	1	27	12	0	3	1	1	381	0
62	12	113	3	6	8	0	6	74	3	8	0	8	5	86	20	0	2	2	6	435	0
62	13	445	8	4	36	0	15	335	4	24	0	10	7	222	43	0	10	9	6	1667	0
62	14	373	5	17	23	0	5	216	11	6	0	14	5	329	11	0	6	11	8	791	0
62	15	186	3	7	19	0	6	87	6	6	0	7	4	112	24	0	10	5	3	529	0
62	16	197	4	11	3	0	3	169	6	3	0	9	2	257	2	0	9	6	7	92	0
62	17	592	9	15	10	0	8	439	7	11	0	13	5	355	13	0	14	9	6	287	0
62	18	1647	45	60	55	0	32	1101	13	49	0	49	27	1114	67	0	58	47	26	1609	0
62	19	1601	13	20	36	0	22	791	10	32	0	31	7	729	21	0	43	37	17	1482	0
62	20	970	35	35	70	0	31	712	22	47	0	51	21	1004	120	0	32	22	22	2766	0
62	21	987	18	28	29	0	17	743	17	19	0	24	10	906	30	0	18	14	16	1075	0
62	22	2955	54	83	89	0	35	1941	43	79	0	76	36	2152	130	0	68	48	51	5189	0
62	23	4065	50	76	108	0	54	2544	40	101	0	87	37	2667	136	0	70	84	53	6565	0
62	24	2080	43	44	52	0	32	1359	25	63	0	54	27	1546	69	0	36	31	25	2516	0
62	25	3385	52	80	120	0	62	1805	43	105	0	87	47	2295	96	0	117	85	60	3291	0
62	26	10302	147	255	271	0	136	7068	157	204	0	272	130	8579	307	0	216	185	164	12214	0
62	27	6799	93	195	130	0	98	3700	101	114	0	169	71	5504	121	0	132	102	125	5663	0
62	28	13523	147	202	336	0	127	9313	104	279	0	262	92	9390	332	0	236	185	159	21364	0
62	29	13818	185	287	354	0	224	7337	126	296	0	344	148	8863	261	0	355	240	181	13060	0
62	30	12212	226	328	268	0	193	8960	185	256	0	364	182	11647	322	0	240	228	209	14341	0
62	31	31636	442	605	731	0	455	19790	331	676	0	674	336	22913	739	0	621	523	461	36162	0
62	32	27691	441	577	556	0	418	17683	286	543	0	706	302	20383	531	0	591	474	397	26406	0
62	33	41846	745	1242	696	0	663	31118	790	699	0	1154	703	44691	751	0	755	745	793	39061	0
62	34	83546	1246	1691	2127	0	1420	53669	846	1906	0	2100	947	55977	1756	0	1961	1566	1204	88607	0
62	35	153954	3768	5304	3160	0	3363	156168	3712	3324	0	4491	3712	184035	2790	0	3373	4331	3684	125868	0
62	36	120016	1462	1948	2603	0	1782	77496	946	2216	0	2353	1014	77427	1769	0	2500	1905	1460	116947	0
62	37	134785	2010	2572	2909	0	1984	106858	1349	2533	0	2633	1397	110981	2131	0	2562	2462	1947	146745	0
62	38	213116	1845	2550	3042	0	2245	110307	1106	2604	0	3002	1118	117007	2092	0	3477	2403	1955	189303	0
62	39	237568	3066	4021	4505	0	2763	186412	1896	3827	0	3972	2132	182026	3393	0	4053	3966	3029	266631	0
62	40	460310	4230	5674	6721	0	4743	258873	2432	5626	0	6359	2490	264725	4107	0	7377	5521	4435	414986	0
62	41	745848	8716	10114	12732	0	7678	532185	4485	10724	0	9200	4826	480935	6869	0	11474	11144	8088	766502	0
63	5	14	4	4	2	0	2	5	4	1	0	1	3	10	10	0	2	3	10	53	0
63	6	107	13	13	3	0	5	67	3	5	0	3	4	95	7	0	9	11	41	168	0
63	7	498	36	31	34	0	41	417	10	13	0	19	8	268	29	0	50	47	28	610	0
63	8	1188	68	29	57	0	75	799	8	39	0	39	25	452	34	0	78	67	19	1613	0
63	9	194	14	8	13	0	23	117	5	7	0	7	3	63	3	0	14	14	6	204	0
63	10	8	2	1	8	0	2	10	1	7	0	2	1	4	8	0	2	1	2	91	0
63	11	32	2	3	10	0	3	43	2	11	0	4	1	19	17	0	1	2	5	346	0
63	12	101	2	6	4	0	4	63	4	14	0	3	3	75	6	0	6	5	6	361	0
63	13	466	5	7	29	0	14	331	3	19	0	10	4	195	42	0	10	7	5	1701	0
63	14	352	7	19	9	0	4	224	8	6	0	11	8	322	14	0	12	7	5	683	0
63	15	151	8	6	11	0	6	70	4	10	0	14	2	132	34	0	7	6	5	427	0
63	16	215	8	15	1	0	5	164	4	4	0	8	6	248	3	0	2	7	9	111	0
63	17	595	14	5	13	0	9	389	8	7	0	20	14	375	13	0	22	13	5	327	0
63	18	1779	34	48	48	0	39	1181	23	38	0	54	21	1197	57	0	56	66	46	1771	0
63	19	1629	14	21	38	0	25	740	8	36	0	29	11	656	27	0	56	27	12	1606	0
63	20	998	32	34	62	0	26	721	23	44	0	49	24	1054	127	0	35	19	32	2782	0
63	21	1038	22	30	20	0	10	782	10	32	0	24	11	943	32	0	20	13	21	1091	0
63	22	3236	58	73	94	0	51	2141	44	97	0	108	55	2350	131	0	64	56	58	5605	0
63	23	3847	52	69	84	0	44	2456	37	80	0	83	36	2494	115	0	76	64	44	6351	0
63	24	1970	36	46	46	0	45	1288	25	39	0	55	24	1598	64	0	29	34	28	2259	0
63	25	3451	73	104	128	0	91	1924	50	105	0	104	47	2419	116	0	124	83	73	3450	0
63	26	11054	137	242	248	0	164	7438	159	224	0	302	106	8794	330	0	250	159	179	13138	0
63	27	6670	88	169	118	0	108	3750	127	96	0	180	93	5817	112	0	149	113	114	5443	0
63	28	14011	165	226	321	0	174	9484	109	320	0	251	107	9546	398	0	231	196	164	22092	0
63	29	14334	186	261	364	0	263	7815	140	332	0	374	118	9312	311	0	337	287	227	13706	0
63	30	12269	227	337	268	0	223	9588	198	241	0	379	197	12005	345	0	240	239	197	14172	0
63	31	33322	415	701	733	0	508	20461	348	645	0	746	339	23923	708	0	735	577	516	38109	0
63	32	29148	404	598	680	0	459	18279	279	579	0	750	312	21435	588	0	617	487	453	28201	0
63	33	42103	731	1346	691	0	716	32012	892	681	0	1114	734	46643	718	0	788	798	886	38456	0
63	34	88889	1300	1668	2280	0	1564	56733	903	1980	0	2166	992	59372	1857	0	2044	1665	1370	94536	0
63	35	165315	4049	5746	3389	0	3408	166819	3825	3616	0	4728	3758	194574	2857	0	3550	4445	3904	133939	0
63	36	128160	1527	2023	2694	0	1843	82782	993	2570	0	2606	1076	81600	2004	0	2510	2052	1560	124747	0
63	37	144326	2068	2807	2856	0	2142	112497	1446	2523	0	2675	1491	116690	2217	0	2670	2502	1928	152208	0
63	38	211869	1753	2434	3078	0	2220	107895	1160	2579	0	3162	1141	115541	2120	0	3398	2294	1932	188270	0
63	39	247252	3187	4062	4528	0	2998	192058	1927	4071	0	4009	2118	185888	3389	0	4089	4107	3148	275992	0
63	40	445493	4043	5355	6601	0	4526	250570	2421	5623	0	6091	2511	255781	4171	0	7126	5204	4156	405597	0
63	41	714708	8085	9692	12113	0	7520	505790	4329	9960	0	8946	4631	456270	6681	0	11068	10781	7275	735498	0
64	5	16	3	4	2	0	3	7	2	4	0	3	1	16	8	0	2	1	16	44	0
64	6	90	6	21	6	0	4	71	15	8	0	4	6	98	8	0	13	17	53	172	0
64	7	499	38	47	35	0	50	463	19	18	0	23	21	281	27	0	50	67	50	661	0
64	8	1216	63	45	64	0	112	837	44	49	0	49	24	495	44	0	82	73	49	1722	0
64	9	145	14	18	15	0	8	85	3	7	0	7	4	42	4	0	12	19	9	175	0
64	10	12	4	1	8	0	1	11	1	11	0	3	2	7	8	0	4	2	1	88	0
64	11	29	5	2	6	0	2	22	6	12	0	2	2	28	17	0	3	3	4	388	0
64	12	116	4	16	16	0	3	72	11	7	0	7	3	112	14	0	4	1	10	387	0
64	13	515	6	14	26	0	20	395	14	29	0	12	8	219	36	0	18	15	16	1786	0
64	14	357	5	15	11	0	9	205	9	4	0	7	2	300	11	0	3	7	14	597	0
64	15	131	6	7	19	0	4	64	6	10	0	14	2	115	27	0	8	4	6	386	0
64	16	230	2	18	5	0	5	225	10	4	0	10	2	308	3	0	8	6	6	121	0
64	17	649	12	20	13	0	10	402	8	12	0	23	10	361	22	0	11	14	9	325	0
64	18	1792	35	55	34	0	41	1157	22	43	0	56	21	1205	45	0	63	49	29	1576	0
64	19	1763	17	25	43	0	29	860	11	36	0	37	17	738	38	0	64	41	30	1850	0
64	20	1077	28	43	52	0	29	824	21	64	0	45	25	1147	95	0	40	27	38	3010	0
64	21	1074	17	28	24	0	15	796	17	18	0	33	9	948	25	0	21	15	16	1232	0
64	22	3226	47	59	108	0	52	2098	36	93	0	69	39	2144	126	0	65	55	36	5489	0
